Symptoms,Disease,Description,Precautions,Disclaimer
"chills, cough, fever, muscle aches",Flu,A contagious respiratory illness caused by influenza viruses.,"Rest, Stay hydrated, Take antiviral drugs, Avoid contact","MedChain+ can make mistakes, so don't panic."
"chills, fever, headache, muscle aches",Flu,A contagious respiratory illness caused by influenza viruses.,"Rest, Stay hydrated, Take antiviral drugs, Avoid contact","MedChain+ can make mistakes, so don't panic."
"chills, cough, fever, headache, muscle aches",Flu,A contagious respiratory illness caused by influenza viruses.,"Rest, Stay hydrated, Take antiviral drugs, Avoid contact","MedChain+ can make mistakes, so don't panic."
"chills, fatigue, headache, muscle aches",Flu,A contagious respiratory illness caused by influenza viruses.,"Rest, Stay hydrated, Take antiviral drugs, Avoid contact","MedChain+ can make mistakes, so don't panic."
"chills, cough, fatigue, fever, headache",Flu,A contagious respiratory illness caused by influenza viruses.,"Rest, Stay hydrated, Take antiviral drugs, Avoid contact","MedChain+ can make mistakes, so don't panic."
"chills, cough, fever, headache, muscle aches",Flu,A contagious respiratory illness caused by influenza viruses.,"Rest, Stay hydrated, Take antiviral drugs, Avoid contact","MedChain+ can make mistakes, so don't panic."
"chills, cough, headache, muscle aches",Flu,A contagious respiratory illness caused by influenza viruses.,"Rest, Stay hydrated, Take antiviral drugs, Avoid contact","MedChain+ can make mistakes, so don't panic."
"chills, cough, fatigue",Flu,A contagious respiratory illness caused by influenza viruses.,"Rest, Stay hydrated, Take antiviral drugs, Avoid contact","MedChain+ can make mistakes, so don't panic."
"chills, cough, fatigue, fever, headache",Flu,A contagious respiratory illness caused by influenza viruses.,"Rest, Stay hydrated, Take antiviral drugs, Avoid contact","MedChain+ can make mistakes, so don't panic."
"fatigue, fever, headache",Flu,A contagious respiratory illness caused by influenza viruses.,"Rest, Stay hydrated, Take antiviral drugs, Avoid contact","MedChain+ can make mistakes, so don't panic."
"chills, cough, fever, headache, muscle aches",Flu,A contagious respiratory illness caused by influenza viruses.,"Rest, Stay hydrated, Take antiviral drugs, Avoid contact","MedChain+ can make mistakes, so don't panic."
"cough, fatigue, fever, headache, muscle aches",Flu,A contagious respiratory illness caused by influenza viruses.,"Rest, Stay hydrated, Take antiviral drugs, Avoid contact","MedChain+ can make mistakes, so don't panic."
"chills, cough, fatigue, headache, muscle aches",Flu,A contagious respiratory illness caused by influenza viruses.,"Rest, Stay hydrated, Take antiviral drugs, Avoid contact","MedChain+ can make mistakes, so don't panic."
"chills, cough, fever, headache",Flu,A contagious respiratory illness caused by influenza viruses.,"Rest, Stay hydrated, Take antiviral drugs, Avoid contact","MedChain+ can make mistakes, so don't panic."
"chills, cough, fatigue, muscle aches",Flu,A contagious respiratory illness caused by influenza viruses.,"Rest, Stay hydrated, Take antiviral drugs, Avoid contact","MedChain+ can make mistakes, so don't panic."
"cough, fatigue, fever, headache, muscle aches",Flu,A contagious respiratory illness caused by influenza viruses.,"Rest, Stay hydrated, Take antiviral drugs, Avoid contact","MedChain+ can make mistakes, so don't panic."
"fatigue, fever, headache, muscle aches",Flu,A contagious respiratory illness caused by influenza viruses.,"Rest, Stay hydrated, Take antiviral drugs, Avoid contact","MedChain+ can make mistakes, so don't panic."
"fatigue, headache, muscle aches",Flu,A contagious respiratory illness caused by influenza viruses.,"Rest, Stay hydrated, Take antiviral drugs, Avoid contact","MedChain+ can make mistakes, so don't panic."
"cough, fever, headache",Flu,A contagious respiratory illness caused by influenza viruses.,"Rest, Stay hydrated, Take antiviral drugs, Avoid contact","MedChain+ can make mistakes, so don't panic."
"chills, fatigue, headache",Flu,A contagious respiratory illness caused by influenza viruses.,"Rest, Stay hydrated, Take antiviral drugs, Avoid contact","MedChain+ can make mistakes, so don't panic."
"chills, cough, headache",Flu,A contagious respiratory illness caused by influenza viruses.,"Rest, Stay hydrated, Take antiviral drugs, Avoid contact","MedChain+ can make mistakes, so don't panic."
"chills, cough, fever, muscle aches",Flu,A contagious respiratory illness caused by influenza viruses.,"Rest, Stay hydrated, Take antiviral drugs, Avoid contact","MedChain+ can make mistakes, so don't panic."
"chills, cough, headache, muscle aches",Flu,A contagious respiratory illness caused by influenza viruses.,"Rest, Stay hydrated, Take antiviral drugs, Avoid contact","MedChain+ can make mistakes, so don't panic."
"cough, fatigue, fever",Flu,A contagious respiratory illness caused by influenza viruses.,"Rest, Stay hydrated, Take antiviral drugs, Avoid contact","MedChain+ can make mistakes, so don't panic."
"chills, fatigue, fever, muscle aches",Flu,A contagious respiratory illness caused by influenza viruses.,"Rest, Stay hydrated, Take antiviral drugs, Avoid contact","MedChain+ can make mistakes, so don't panic."
"chills, cough, fatigue, muscle aches",Flu,A contagious respiratory illness caused by influenza viruses.,"Rest, Stay hydrated, Take antiviral drugs, Avoid contact","MedChain+ can make mistakes, so don't panic."
"chills, cough, muscle aches",Flu,A contagious respiratory illness caused by influenza viruses.,"Rest, Stay hydrated, Take antiviral drugs, Avoid contact","MedChain+ can make mistakes, so don't panic."
"chills, fever, muscle aches",Flu,A contagious respiratory illness caused by influenza viruses.,"Rest, Stay hydrated, Take antiviral drugs, Avoid contact","MedChain+ can make mistakes, so don't panic."
"chills, cough, fatigue, muscle aches",Flu,A contagious respiratory illness caused by influenza viruses.,"Rest, Stay hydrated, Take antiviral drugs, Avoid contact","MedChain+ can make mistakes, so don't panic."
"chills, cough, headache",Flu,A contagious respiratory illness caused by influenza viruses.,"Rest, Stay hydrated, Take antiviral drugs, Avoid contact","MedChain+ can make mistakes, so don't panic."
"cough, fever, muscle aches",Flu,A contagious respiratory illness caused by influenza viruses.,"Rest, Stay hydrated, Take antiviral drugs, Avoid contact","MedChain+ can make mistakes, so don't panic."
"cough, fatigue, fever, headache",Flu,A contagious respiratory illness caused by influenza viruses.,"Rest, Stay hydrated, Take antiviral drugs, Avoid contact","MedChain+ can make mistakes, so don't panic."
"cough, fever, muscle aches",Flu,A contagious respiratory illness caused by influenza viruses.,"Rest, Stay hydrated, Take antiviral drugs, Avoid contact","MedChain+ can make mistakes, so don't panic."
"cough, fatigue, fever, headache, muscle aches",Flu,A contagious respiratory illness caused by influenza viruses.,"Rest, Stay hydrated, Take antiviral drugs, Avoid contact","MedChain+ can make mistakes, so don't panic."
"fatigue, fever, muscle aches",Flu,A contagious respiratory illness caused by influenza viruses.,"Rest, Stay hydrated, Take antiviral drugs, Avoid contact","MedChain+ can make mistakes, so don't panic."
"cough, fever, headache, muscle aches",Flu,A contagious respiratory illness caused by influenza viruses.,"Rest, Stay hydrated, Take antiviral drugs, Avoid contact","MedChain+ can make mistakes, so don't panic."
"chills, fatigue, headache, muscle aches",Flu,A contagious respiratory illness caused by influenza viruses.,"Rest, Stay hydrated, Take antiviral drugs, Avoid contact","MedChain+ can make mistakes, so don't panic."
"chills, fatigue, headache",Flu,A contagious respiratory illness caused by influenza viruses.,"Rest, Stay hydrated, Take antiviral drugs, Avoid contact","MedChain+ can make mistakes, so don't panic."
"chills, cough, fever, muscle aches",Flu,A contagious respiratory illness caused by influenza viruses.,"Rest, Stay hydrated, Take antiviral drugs, Avoid contact","MedChain+ can make mistakes, so don't panic."
"chills, cough, fever, headache, muscle aches",Flu,A contagious respiratory illness caused by influenza viruses.,"Rest, Stay hydrated, Take antiviral drugs, Avoid contact","MedChain+ can make mistakes, so don't panic."
"cough, fatigue, fever, headache, muscle aches",Flu,A contagious respiratory illness caused by influenza viruses.,"Rest, Stay hydrated, Take antiviral drugs, Avoid contact","MedChain+ can make mistakes, so don't panic."
"chills, cough, fatigue, fever, headache",Flu,A contagious respiratory illness caused by influenza viruses.,"Rest, Stay hydrated, Take antiviral drugs, Avoid contact","MedChain+ can make mistakes, so don't panic."
"chills, cough, fever",Flu,A contagious respiratory illness caused by influenza viruses.,"Rest, Stay hydrated, Take antiviral drugs, Avoid contact","MedChain+ can make mistakes, so don't panic."
"fatigue, fever, headache",Flu,A contagious respiratory illness caused by influenza viruses.,"Rest, Stay hydrated, Take antiviral drugs, Avoid contact","MedChain+ can make mistakes, so don't panic."
"chills, fatigue, fever, headache",Flu,A contagious respiratory illness caused by influenza viruses.,"Rest, Stay hydrated, Take antiviral drugs, Avoid contact","MedChain+ can make mistakes, so don't panic."
"chills, cough, fever, headache",Flu,A contagious respiratory illness caused by influenza viruses.,"Rest, Stay hydrated, Take antiviral drugs, Avoid contact","MedChain+ can make mistakes, so don't panic."
"fatigue, fever, headache, muscle aches",Flu,A contagious respiratory illness caused by influenza viruses.,"Rest, Stay hydrated, Take antiviral drugs, Avoid contact","MedChain+ can make mistakes, so don't panic."
"chills, cough, fever",Flu,A contagious respiratory illness caused by influenza viruses.,"Rest, Stay hydrated, Take antiviral drugs, Avoid contact","MedChain+ can make mistakes, so don't panic."
"chills, cough, fever, headache, muscle aches",Flu,A contagious respiratory illness caused by influenza viruses.,"Rest, Stay hydrated, Take antiviral drugs, Avoid contact","MedChain+ can make mistakes, so don't panic."
"cough, fever, muscle aches",Flu,A contagious respiratory illness caused by influenza viruses.,"Rest, Stay hydrated, Take antiviral drugs, Avoid contact","MedChain+ can make mistakes, so don't panic."
"chills, cough, fever, headache, muscle aches",Flu,A contagious respiratory illness caused by influenza viruses.,"Rest, Stay hydrated, Take antiviral drugs, Avoid contact","MedChain+ can make mistakes, so don't panic."
"chills, cough, fever, muscle aches",Flu,A contagious respiratory illness caused by influenza viruses.,"Rest, Stay hydrated, Take antiviral drugs, Avoid contact","MedChain+ can make mistakes, so don't panic."
"chills, fever, headache",Flu,A contagious respiratory illness caused by influenza viruses.,"Rest, Stay hydrated, Take antiviral drugs, Avoid contact","MedChain+ can make mistakes, so don't panic."
"cough, fatigue, fever, headache, muscle aches",Flu,A contagious respiratory illness caused by influenza viruses.,"Rest, Stay hydrated, Take antiviral drugs, Avoid contact","MedChain+ can make mistakes, so don't panic."
"cough, fatigue, fever, headache",Flu,A contagious respiratory illness caused by influenza viruses.,"Rest, Stay hydrated, Take antiviral drugs, Avoid contact","MedChain+ can make mistakes, so don't panic."
"cough, fatigue, headache, muscle aches",Flu,A contagious respiratory illness caused by influenza viruses.,"Rest, Stay hydrated, Take antiviral drugs, Avoid contact","MedChain+ can make mistakes, so don't panic."
"chills, cough, fatigue, headache, muscle aches",Flu,A contagious respiratory illness caused by influenza viruses.,"Rest, Stay hydrated, Take antiviral drugs, Avoid contact","MedChain+ can make mistakes, so don't panic."
"cough, fatigue, fever, headache, muscle aches",Flu,A contagious respiratory illness caused by influenza viruses.,"Rest, Stay hydrated, Take antiviral drugs, Avoid contact","MedChain+ can make mistakes, so don't panic."
"fever, headache, muscle aches",Flu,A contagious respiratory illness caused by influenza viruses.,"Rest, Stay hydrated, Take antiviral drugs, Avoid contact","MedChain+ can make mistakes, so don't panic."
"chills, fatigue, fever, headache",Flu,A contagious respiratory illness caused by influenza viruses.,"Rest, Stay hydrated, Take antiviral drugs, Avoid contact","MedChain+ can make mistakes, so don't panic."
"cough, fatigue, fever, headache",Flu,A contagious respiratory illness caused by influenza viruses.,"Rest, Stay hydrated, Take antiviral drugs, Avoid contact","MedChain+ can make mistakes, so don't panic."
"cough, fever, headache",Flu,A contagious respiratory illness caused by influenza viruses.,"Rest, Stay hydrated, Take antiviral drugs, Avoid contact","MedChain+ can make mistakes, so don't panic."
